code	,Designator	,Center-X(mm)	,Center-Y(mm)	,Rotation	,Layer	,sma_code	                 
410462003          ,C73_A4     ,43.2446     ,120.8496    ,270      ,TopLayer ,CAP-0805-1UFX50V             
410654001          ,C74_A1     ,71.9582     ,14.1024     ,90       ,TopLayer ,CAP-0805-1nFX50V             
410654001          ,C74_A2     ,72.1868     ,51.0763     ,90       ,TopLayer ,CAP-0805-1nFX50V             
410654001          ,C74_A3     ,72.1868     ,87.5253     ,90       ,TopLayer ,CAP-0805-1nFX50V             
410654001          ,C74_A4     ,72.0598     ,123.9743    ,90       ,TopLayer ,CAP-0805-1nFX50V             
410462001          ,C75_A1     ,45.3997     ,26.1181     ,90       ,TopLayer ,CAP-0805-100nFX50V           
410462001          ,C75_A2     ,45.6282     ,63.0919     ,90       ,TopLayer ,CAP-0805-100nFX50V           
410462001          ,C75_A3     ,45.6282     ,99.5409     ,90       ,TopLayer ,CAP-0805-100nFX50V           
410462001          ,C75_A4     ,45.5012     ,135.9899    ,90       ,TopLayer ,CAP-0805-100nFX50V           
410462011          ,C76_A1     ,74.8030     ,6.4539      ,360      ,TopLayer ,CAP-0805-10nFX50V            
410462011          ,C76_A2     ,75.0316     ,43.4277     ,360      ,TopLayer ,CAP-0805-10nFX50V            
410462011          ,C76_A3     ,75.0316     ,79.8767     ,360      ,TopLayer ,CAP-0805-10nFX50V            
410462011          ,C76_A4     ,74.9046     ,116.3257    ,360      ,TopLayer ,CAP-0805-10nFX50V            
410462006          ,C77_A1     ,74.8030     ,4.5212      ,360      ,TopLayer ,CAP-0805-330nFX50V           
410462006          ,C77_A2     ,75.0316     ,41.4951     ,360      ,TopLayer ,CAP-0805-330nFX50V           
410462006          ,C77_A3     ,75.0316     ,77.9441     ,360      ,TopLayer ,CAP-0805-330nFX50V           
410462006          ,C77_A4     ,74.9046     ,114.3931    ,360      ,TopLayer ,CAP-0805-330nFX50V           
410462010          ,C78_A1     ,54.5042     ,32.6618     ,90       ,TopLayer ,CAP-0805-47nFX50V            
410462010          ,C78_A2     ,54.7328     ,69.6357     ,90       ,TopLayer ,CAP-0805-47nFX50V            
410462010          ,C78_A3     ,54.7328     ,106.0847    ,90       ,TopLayer ,CAP-0805-47nFX50V            
410462010          ,C78_A4     ,54.6058     ,142.5337    ,90       ,TopLayer ,CAP-0805-47nFX50V            
410462003          ,C79_A1     ,68.7764     ,23.6033     ,360      ,TopLayer ,CAP-0805-1UFX50V             
410462003          ,C79_A2     ,69.0050     ,60.5772     ,360      ,TopLayer ,CAP-0805-1UFX50V             
410462003          ,C79_A3     ,69.0050     ,97.0262     ,360      ,TopLayer ,CAP-0805-1UFX50V             
410462003          ,C79_A4     ,68.8780     ,133.4752    ,360      ,TopLayer ,CAP-0805-1UFX50V             
410462011          ,C80_A1     ,81.4587     ,28.0084     ,90       ,TopLayer ,CAP-0805-10nFX50V            
410462011          ,C80_A2     ,81.6873     ,64.9823     ,90       ,TopLayer ,CAP-0805-10nFX50V            
410462011          ,C80_A3     ,81.6873     ,101.4313    ,90       ,TopLayer ,CAP-0805-10nFX50V            
410462011          ,C80_A4     ,81.5603     ,137.8803    ,90       ,TopLayer ,CAP-0805-10nFX50V            
410462006          ,C81_A1     ,81.4587     ,31.7627     ,270      ,TopLayer ,CAP-0805-330nFX50V           
410462006          ,C81_A2     ,81.6873     ,68.7365     ,270      ,TopLayer ,CAP-0805-330nFX50V           
410462006          ,C81_A3     ,81.6873     ,105.1856    ,270      ,TopLayer ,CAP-0805-330nFX50V           
410462006          ,C81_A4     ,81.5603     ,141.6345    ,270      ,TopLayer ,CAP-0805-330nFX50V           
410462006          ,C82_A1     ,64.3720     ,34.6682     ,270      ,TopLayer ,CAP-0805-330nFX50V           
410462006          ,C82_A2     ,64.6006     ,71.6421     ,270      ,TopLayer ,CAP-0805-330nFX50V           
410462006          ,C82_A3     ,64.6006     ,108.0911    ,270      ,TopLayer ,CAP-0805-330nFX50V           
410462006          ,C82_A4     ,64.4736     ,144.5401    ,270      ,TopLayer ,CAP-0805-330nFX50V           
410462001          ,C83_A1     ,68.1788     ,30.4606     ,270      ,TopLayer ,CAP-0805-100nFX50V           
410462001          ,C83_A2     ,68.4074     ,67.4345     ,270      ,TopLayer ,CAP-0805-100nFX50V           
410462001          ,C83_A3     ,68.4074     ,103.8835    ,270      ,TopLayer ,CAP-0805-100nFX50V           
410462001          ,C83_A4     ,68.2804     ,140.3325    ,270      ,TopLayer ,CAP-0805-100nFX50V           
410462003          ,C84_A1     ,64.8743     ,23.6033     ,180      ,TopLayer ,CAP-0805-1UFX50V             
410462003          ,C84_A2     ,65.1029     ,60.5772     ,180      ,TopLayer ,CAP-0805-1UFX50V             
410462003          ,C84_A3     ,65.1029     ,97.0262     ,180      ,TopLayer ,CAP-0805-1UFX50V             
410462003          ,C84_A4     ,64.9759     ,133.4752    ,180      ,TopLayer ,CAP-0805-1UFX50V             
410654001          ,C85_A1     ,71.9582     ,24.5073     ,270      ,TopLayer ,CAP-0805-1nFX50V             
410654001          ,C85_A2     ,72.1868     ,61.4811     ,270      ,TopLayer ,CAP-0805-1nFX50V             
410654001          ,C85_A3     ,72.1868     ,97.9301     ,270      ,TopLayer ,CAP-0805-1nFX50V             
410654001          ,C85_A4     ,72.0598     ,134.3792    ,270      ,TopLayer ,CAP-0805-1nFX50V             
410462010          ,C86_A1     ,71.9582     ,28.3191     ,90       ,TopLayer ,CAP-0805-47nFX50V            
410462010          ,C86_A2     ,72.1868     ,65.2930     ,90       ,TopLayer ,CAP-0805-47nFX50V            
410462010          ,C86_A3     ,72.1868     ,101.7420    ,90       ,TopLayer ,CAP-0805-47nFX50V            
410462010          ,C86_A4     ,72.0598     ,138.1910    ,90       ,TopLayer ,CAP-0805-47nFX50V            
410462007          ,C87_A1     ,54.5042     ,26.1181     ,270      ,TopLayer ,CAP-0805-33nFX50V            
410462007          ,C87_A2     ,54.7328     ,63.0919     ,270      ,TopLayer ,CAP-0805-33nFX50V            
410462007          ,C87_A3     ,54.7328     ,99.5409     ,270      ,TopLayer ,CAP-0805-33nFX50V            
410462007          ,C87_A4     ,54.6058     ,135.9899    ,270      ,TopLayer ,CAP-0805-33nFX50V            
410462001          ,C88_A1     ,68.9864     ,33.9090     ,360      ,TopLayer ,CAP-0805-100nFX50V           
410462001          ,C88_A2     ,69.2150     ,70.8829     ,360      ,TopLayer ,CAP-0805-100nFX50V           
410462001          ,C88_A3     ,69.2150     ,107.3319    ,360      ,TopLayer ,CAP-0805-100nFX50V           
410462001          ,C88_A4     ,69.0880     ,143.7809    ,360      ,TopLayer ,CAP-0805-100nFX50V           
410462006          ,C89_A1     ,66.2415     ,30.4606     ,90       ,TopLayer ,CAP-0805-330nFX50V           
410462006          ,C89_A2     ,66.4701     ,67.4345     ,90       ,TopLayer ,CAP-0805-330nFX50V           
410462006          ,C89_A3     ,66.4701     ,103.8835    ,90       ,TopLayer ,CAP-0805-330nFX50V           
410462006          ,C89_A4     ,66.3431     ,140.3325    ,90       ,TopLayer ,CAP-0805-330nFX50V           
410462006          ,C90_A1     ,64.3720     ,26.8881     ,90       ,TopLayer ,CAP-0805-330nFX50V           
410462006          ,C90_A2     ,64.6006     ,63.8620     ,90       ,TopLayer ,CAP-0805-330nFX50V           
410462006          ,C90_A3     ,64.6006     ,100.3110    ,90       ,TopLayer ,CAP-0805-330nFX50V           
410462006          ,C90_A4     ,64.4736     ,136.7600    ,90       ,TopLayer ,CAP-0805-330nFX50V           
410462010          ,C91_A1     ,47.4186     ,34.8556     ,90       ,TopLayer ,CAP-0805-47nFX50V            
410462010          ,C91_A2     ,47.6472     ,71.8295     ,90       ,TopLayer ,CAP-0805-47nFX50V            
410462010          ,C91_A3     ,47.6472     ,108.2785    ,90       ,TopLayer ,CAP-0805-47nFX50V            
410462010          ,C91_A4     ,47.5202     ,144.7275    ,90       ,TopLayer ,CAP-0805-47nFX50V            
410462003          ,C92_A1     ,51.4522     ,26.1112     ,270      ,TopLayer ,CAP-0805-1UFX50V             
410462003          ,C92_A2     ,51.6808     ,63.0851     ,270      ,TopLayer ,CAP-0805-1UFX50V             
410462003          ,C92_A3     ,51.6808     ,99.5341     ,270      ,TopLayer ,CAP-0805-1UFX50V             
410462003          ,C92_A4     ,51.5538     ,135.9831    ,270      ,TopLayer ,CAP-0805-1UFX50V             
410462003          ,C93_A1     ,43.1176     ,29.7840     ,90       ,TopLayer ,CAP-0805-1UFX50V             
410462003          ,C93_A2     ,43.3462     ,66.7579     ,90       ,TopLayer ,CAP-0805-1UFX50V             
410462003          ,C93_A3     ,43.3462     ,103.2069    ,90       ,TopLayer ,CAP-0805-1UFX50V             
410462003          ,C93_A4     ,43.2192     ,139.6559    ,90       ,TopLayer ,CAP-0805-1UFX50V             
410654001          ,C94_A1     ,71.9582     ,32.1310     ,90       ,TopLayer ,CAP-0805-1nFX50V             
410654001          ,C94_A2     ,72.1868     ,69.1049     ,90       ,TopLayer ,CAP-0805-1nFX50V             
410654001          ,C94_A3     ,72.1868     ,105.5539    ,90       ,TopLayer ,CAP-0805-1nFX50V             
410654001          ,C94_A4     ,72.0598     ,142.0029    ,90       ,TopLayer ,CAP-0805-1nFX50V             
410462001          ,C95_A1     ,45.6831     ,14.6868     ,90       ,TopLayer ,CAP-0805-100nFX50V           
410462001          ,C95_A2     ,45.9117     ,51.6607     ,90       ,TopLayer ,CAP-0805-100nFX50V           
410462001          ,C95_A3     ,45.9117     ,88.1097     ,90       ,TopLayer ,CAP-0805-100nFX50V           
410462001          ,C95_A4     ,45.7847     ,124.5587    ,90       ,TopLayer ,CAP-0805-100nFX50V           
410462011          ,C96_A1     ,74.8030     ,24.5364     ,360      ,TopLayer ,CAP-0805-10nFX50V            
410462011          ,C96_A2     ,75.0316     ,61.5103     ,360      ,TopLayer ,CAP-0805-10nFX50V            
410462011          ,C96_A3     ,75.0316     ,97.9593     ,360      ,TopLayer ,CAP-0805-10nFX50V            
410462011          ,C96_A4     ,74.9046     ,134.4083    ,360      ,TopLayer ,CAP-0805-10nFX50V            
410462006          ,C97_A1     ,74.8030     ,22.6567     ,360      ,TopLayer ,CAP-0805-330nFX50V           
410462006          ,C97_A2     ,75.0316     ,59.6306     ,360      ,TopLayer ,CAP-0805-330nFX50V           
410462006          ,C97_A3     ,75.0316     ,96.0796     ,360      ,TopLayer ,CAP-0805-330nFX50V           
410462006          ,C97_A4     ,74.9046     ,132.5286    ,360      ,TopLayer ,CAP-0805-330nFX50V           
410462003          ,C98_A1     ,38.4955     ,19.1258     ,360      ,TopLayer ,CAP-0805-1UFX50V             
410462003          ,C98_A2     ,38.7240     ,56.0997     ,360      ,TopLayer ,CAP-0805-1UFX50V             
410462003          ,C98_A3     ,38.7240     ,92.5487     ,360      ,TopLayer ,CAP-0805-1UFX50V             
410462003          ,C98_A4     ,38.5970     ,128.9977    ,360      ,TopLayer ,CAP-0805-1UFX50V             
410462003          ,C99_A1     ,38.4528     ,36.7491     ,360      ,TopLayer ,CAP-0805-1UFX50V             
410462003          ,C99_A2     ,38.6814     ,73.7230     ,360      ,TopLayer ,CAP-0805-1UFX50V             
410462003          ,C99_A3     ,38.6814     ,110.1720    ,360      ,TopLayer ,CAP-0805-1UFX50V             
410462003          ,C99_A4     ,38.5544     ,146.6210    ,360      ,TopLayer ,CAP-0805-1UFX50V             
410462001          ,C100_A1    ,47.4539     ,26.1181     ,90       ,TopLayer ,CAP-0805-100nFX50V           
410462001          ,C100_A2    ,47.6825     ,63.0919     ,90       ,TopLayer ,CAP-0805-100nFX50V           
410462001          ,C100_A3    ,47.6212     ,99.5955     ,90       ,TopLayer ,CAP-0805-100nFX50V           
410462001          ,C100_A4    ,47.5555     ,135.9899    ,90       ,TopLayer ,CAP-0805-100nFX50V           
410462001          ,C101_A1    ,24.1130     ,28.5903     ,180      ,TopLayer ,CAP-0805-100nFX50V           
410462001          ,C101_A2    ,24.3416     ,65.5642     ,180      ,TopLayer ,CAP-0805-100nFX50V           
410462001          ,C101_A3    ,24.3416     ,102.0132    ,180      ,TopLayer ,CAP-0805-100nFX50V           
410462001          ,C101_A4    ,24.2146     ,138.4622    ,180      ,TopLayer ,CAP-0805-100nFX50V           
410462001          ,C102_A1    ,53.5940     ,29.1808     ,180      ,TopLayer ,CAP-0805-100nFX50V           
410462001          ,C102_A2    ,53.8226     ,66.1547     ,180      ,TopLayer ,CAP-0805-100nFX50V           
410462001          ,C102_A3    ,53.8226     ,102.6037    ,180      ,TopLayer ,CAP-0805-100nFX50V           
410462001          ,C102_A4    ,53.6956     ,139.0527    ,180      ,TopLayer ,CAP-0805-100nFX50V           
410462001          ,C103_A1    ,24.1130     ,10.7593     ,180      ,TopLayer ,CAP-0805-100nFX50V           
410462001          ,C103_A2    ,24.3416     ,47.7332     ,180      ,TopLayer ,CAP-0805-100nFX50V           
410462001          ,C103_A3    ,24.3416     ,84.1822     ,180      ,TopLayer ,CAP-0805-100nFX50V           
410462001          ,C103_A4    ,24.2146     ,120.6312    ,180      ,TopLayer ,CAP-0805-100nFX50V           
410462001          ,C104_A1    ,53.5940     ,10.7429     ,180      ,TopLayer ,CAP-0805-100nFX50V           
410462001          ,C104_A2    ,53.8225     ,47.7168     ,180      ,TopLayer ,CAP-0805-100nFX50V           
410462001          ,C104_A3    ,53.8225     ,84.1658     ,180      ,TopLayer ,CAP-0805-100nFX50V           
410462001          ,C104_A4    ,53.6955     ,120.6148    ,180      ,TopLayer ,CAP-0805-100nFX50V           
410462001          ,C105_A1    ,36.7474     ,28.6085     ,180      ,TopLayer ,CAP-0805-100nFX50V           
410462001          ,C105_A2    ,36.9759     ,65.5824     ,180      ,TopLayer ,CAP-0805-100nFX50V           
410462001          ,C105_A3    ,36.9759     ,102.0314    ,180      ,TopLayer ,CAP-0805-100nFX50V           
410462001          ,C105_A4    ,36.8489     ,138.4803    ,180      ,TopLayer ,CAP-0805-100nFX50V           
410462001          ,C106_A1    ,64.3720     ,30.4606     ,270      ,TopLayer ,CAP-0805-100nFX50V           
410462001          ,C106_A2    ,64.6006     ,67.4345     ,270      ,TopLayer ,CAP-0805-100nFX50V           
410462001          ,C106_A3    ,64.6006     ,103.8835    ,270      ,TopLayer ,CAP-0805-100nFX50V           
410462001          ,C106_A4    ,64.4736     ,140.3325    ,270      ,TopLayer ,CAP-0805-100nFX50V           
410462001          ,C107_A1    ,36.7474     ,10.7264     ,180      ,TopLayer ,CAP-0805-100nFX50V           
410462001          ,C107_A2    ,36.9759     ,47.7003     ,180      ,TopLayer ,CAP-0805-100nFX50V           
410462001          ,C107_A3    ,36.9759     ,84.1493     ,180      ,TopLayer ,CAP-0805-100nFX50V           
410462001          ,C107_A4    ,36.8489     ,120.5983    ,180      ,TopLayer ,CAP-0805-100nFX50V           
410462001          ,C108_A1    ,64.3720     ,12.0755     ,270      ,TopLayer ,CAP-0805-100nFX50V           
410462001          ,C108_A2    ,64.6006     ,49.0494     ,270      ,TopLayer ,CAP-0805-100nFX50V           
410462001          ,C108_A3    ,64.6006     ,85.4984     ,270      ,TopLayer ,CAP-0805-100nFX50V           
410462001          ,C108_A4    ,64.4736     ,121.9474    ,270      ,TopLayer ,CAP-0805-100nFX50V           
""                 ,CN1        ,111.7854    ,118.9736    ,360      ,TopLayer ,""                           
400653001          ,CN2        ,161.5980    ,138.8928    ,0        ,TopLayer ,""                           
400653002          ,CN3        ,178.5874    ,139.7610    ,180      ,TopLayer ,""                           
""                 ,CN4        ,116.2414    ,56.6928     ,360      ,TopLayer ,""                           
400407008          ,CN5        ,99.1410     ,143.2560    ,360      ,TopLayer ,""                           
400403011          ,CN6        ,8.8686      ,76.2725     ,90       ,TopLayer ,""                           
400403014          ,CN7        ,321.5664    ,76.2217     ,270      ,TopLayer ,""                           
400409002          ,CN8        ,231.6480    ,143.9550    ,180      ,TopLayer ,""                           
400407004          ,CN9        ,200.7870    ,144.1958    ,180      ,TopLayer ,""                           
400409002          ,CN10       ,322.0498    ,127.2032    ,90       ,TopLayer ,""                           
400409001          ,CN11       ,322.0498    ,114.6489    ,90       ,TopLayer ,""                           
400407008          ,CN12       ,186.4361    ,106.0451    ,360      ,TopLayer ,""                           
400407008          ,CN13       ,6.6041      ,114.0459    ,270      ,TopLayer ,""                           
400407010          ,CN14       ,197.8660    ,106.1026    ,0        ,TopLayer ,""                           
400412002          ,CN15       ,323.1895    ,40.5639     ,270      ,TopLayer ,""                           
400407002          ,CN16       ,309.3974    ,107.6960    ,270      ,TopLayer ,""                           
400407012          ,CN18       ,309.4990    ,88.2650     ,180      ,TopLayer ,""                           
400407012          ,CN19       ,208.7880    ,40.8940     ,180      ,TopLayer ,""                           
""                 ,CN20       ,200.0890    ,148.3360    ,180      ,TopLayer ,""                           
435578002          ,D1         ,148.4630    ,36.9851     ,270      ,TopLayer ,DIO-SOT23-3-BAT54S           
435578002          ,D2         ,152.0190    ,36.9851     ,270      ,TopLayer ,DIO-SOT23-3-BAT54S           
435578009          ,D3         ,194.0814    ,129.1590    ,270      ,TopLayer ,DIO-SMB-P6SMB68AT            
435578009          ,D4         ,209.1436    ,129.0574    ,270      ,TopLayer ,DIO-SMB-P6SMB68AT            
435578006          ,D5         ,223.4032    ,112.9495    ,180      ,TopLayer ,DIO-SMA-S1G                  
435578002          ,D6         ,289.4294    ,118.6654    ,270      ,TopLayer ,DIO-SOT23-3-BAT54S           
435578002          ,D7         ,289.4330    ,122.3410    ,270      ,TopLayer ,DIO-SOT23-3-BAT54S           
435578002          ,D8         ,289.4330    ,111.3141    ,270      ,TopLayer ,DIO-SOT23-3-BAT54S           
435578002          ,D9         ,289.4294    ,114.9898    ,270      ,TopLayer ,DIO-SOT23-3-BAT54S           
435577006          ,D10        ,264.8712    ,88.7730     ,90       ,TopLayer ,""                           
435577006          ,D11        ,312.9788    ,141.0462    ,90       ,TopLayer ,""                           
435577006          ,D12        ,257.3274    ,88.9254     ,270      ,TopLayer ,""                           
435579002          ,D13        ,276.3266    ,119.6086    ,90       ,TopLayer ,""                           
435577006          ,D14        ,249.6312    ,88.7476     ,270      ,TopLayer ,""                           
435578005          ,D15        ,308.7370    ,28.7528     ,360      ,TopLayer ,DIO-SMC-ES3D                 
435578004          ,D16        ,312.0707    ,20.4216     ,90       ,TopLayer ,DIO-SMA-B320A                
435578002          ,D17        ,263.3980    ,32.0040     ,360      ,TopLayer ,DIO-SOT23-3-BAT54S           
435578002          ,D18        ,262.8900    ,17.7800     ,360      ,TopLayer ,DIO-SOT23-3-BAT54S           
435578002          ,D19        ,187.5028    ,117.7401    ,90       ,TopLayer ,DIO-SOT23-3-BAT54S           
435578002          ,D20        ,191.3890    ,100.7110    ,90       ,TopLayer ,DIO-SOT23-3-BAT54S           
435578002          ,D21        ,5.5880      ,126.1110    ,180      ,TopLayer ,DIO-SOT23-3-BAT54S           
435578002          ,D22        ,187.9600    ,100.7110    ,90       ,TopLayer ,DIO-SOT23-3-BAT54S           
435578002          ,D23        ,200.4060    ,100.5440    ,90       ,TopLayer ,DIO-SOT23-3-BAT54S           
435578002          ,D24        ,5.6400      ,136.0181    ,180      ,TopLayer ,DIO-SOT23-3-BAT54S           
435578002          ,D25        ,289.4293    ,107.6115    ,270      ,TopLayer ,DIO-SOT23-3-BAT54S           
435578002          ,D6_A1      ,38.4942     ,16.1974     ,90       ,TopLayer ,DIO-SOT23-3-BAT54S           
435578002          ,D6_A2      ,38.7228     ,53.1712     ,90       ,TopLayer ,DIO-SOT23-3-BAT54S           
435578002          ,D6_A3      ,38.7228     ,89.6202     ,90       ,TopLayer ,DIO-SOT23-3-BAT54S           
435578002          ,D6_A4      ,38.5958     ,126.0692    ,90       ,TopLayer ,DIO-SOT23-3-BAT54S           
435578002          ,D7_A1      ,38.3732     ,33.7698     ,90       ,TopLayer ,DIO-SOT23-3-BAT54S           
435578002          ,D7_A2      ,38.6018     ,70.7437     ,90       ,TopLayer ,DIO-SOT23-3-BAT54S           
435578002          ,D7_A3      ,38.6018     ,107.1927    ,90       ,TopLayer ,DIO-SOT23-3-BAT54S           
435578002          ,D7_A4      ,38.4748     ,143.6417    ,90       ,TopLayer ,DIO-SOT23-3-BAT54S           
403431001          ,F1         ,298.8676    ,148.4085    ,360      ,TopLayer ,""                           
435662002          ,FET1       ,308.7370    ,9.7711      ,360      ,TopLayer ,FET-D2PAK2-IRF640NS          
400415001          ,JP1        ,132.2324    ,66.6286     ,270      ,TopLayer ,""                           
400415001          ,JP2        ,191.2620    ,64.6684     ,270      ,TopLayer ,""                           
400415001          ,JP3        ,235.8746    ,134.4327    ,270      ,TopLayer ,""                           
400415001          ,JP4        ,317.9572    ,146.5834    ,0        ,TopLayer ,""                           
400415001          ,JP5        ,197.3580    ,16.6369     ,360      ,TopLayer ,""                           
417477001          ,K1         ,223.3930    ,125.4070    ,180      ,TopLayer ,""                           
446660001          ,L1         ,181.6100    ,51.4350     ,270      ,TopLayer ,IND-0805-120uH-BLM21AG121SN1D
446660001          ,L2         ,138.6078    ,119.2022    ,90       ,TopLayer ,IND-0805-120uH-BLM21AG121SN1D
446660001          ,L3         ,136.2710    ,57.2770     ,360      ,TopLayer ,IND-0805-120uH-BLM21AG121SN1D
446660001          ,L4         ,199.1868    ,122.6820    ,270      ,TopLayer ,IND-0805-120uH-BLM21AG121SN1D
407659003          ,L5         ,321.5386    ,24.0538     ,270      ,TopLayer ,IND-1280-680uH               
446660001          ,L6         ,265.9170    ,21.5646     ,270      ,TopLayer ,IND-0805-120uH-BLM21AG121SN1D
446660001          ,L7         ,133.2738    ,147.1930    ,360      ,TopLayer ,IND-0805-120uH-BLM21AG121SN1D
407661001          ,L8_A1      ,15.8750     ,17.0939     ,90       ,TopLayer ,IND-1206-3.3UH-AIML          
407661001          ,L8_A2      ,16.1036     ,54.0678     ,90       ,TopLayer ,IND-1206-3.3UH-AIML          
407661001          ,L8_A3      ,16.1036     ,90.5168     ,90       ,TopLayer ,IND-1206-3.3UH-AIML          
407661001          ,L8_A4      ,15.9766     ,126.9658    ,90       ,TopLayer ,IND-1206-3.3UH-AIML          
407661001          ,L9_A1      ,15.8750     ,11.6112     ,270      ,TopLayer ,IND-1206-3.3UH-AIML          
407661001          ,L9_A2      ,16.1036     ,48.5851     ,270      ,TopLayer ,IND-1206-3.3UH-AIML          
407661001          ,L9_A3      ,16.1036     ,85.0341     ,270      ,TopLayer ,IND-1206-3.3UH-AIML          
407661001          ,L9_A4      ,15.9766     ,121.4831    ,270      ,TopLayer ,IND-1206-3.3UH-AIML          
407661001          ,L10_A1     ,15.8750     ,34.9509     ,90       ,TopLayer ,IND-1206-3.3UH-AIML          
407661001          ,L10_A2     ,16.1036     ,71.9248     ,90       ,TopLayer ,IND-1206-3.3UH-AIML          
407661001          ,L10_A3     ,16.1036     ,108.3738    ,90       ,TopLayer ,IND-1206-3.3UH-AIML          
407661001          ,L10_A4     ,15.9766     ,144.8228    ,90       ,TopLayer ,IND-1206-3.3UH-AIML          
407661001          ,L11_A1     ,15.8750     ,29.4963     ,270      ,TopLayer ,IND-1206-3.3UH-AIML          
407661001          ,L11_A2     ,16.1036     ,66.4701     ,270      ,TopLayer ,IND-1206-3.3UH-AIML          
407661001          ,L11_A3     ,16.1036     ,102.9191    ,270      ,TopLayer ,IND-1206-3.3UH-AIML          
407661001          ,L11_A4     ,15.9766     ,139.3681    ,270      ,TopLayer ,IND-1206-3.3UH-AIML          
414472002          ,LED1       ,145.2880    ,39.8989     ,90       ,TopLayer ,LED-0805-SUYG0805-VD         
414472002          ,LED2       ,143.3830    ,39.8780     ,90       ,TopLayer ,LED-0805-SUYG0805-VD         
414472003          ,LED3       ,109.8454    ,136.5471    ,360      ,TopLayer ,LED-0805-LSUNR0805-VD        
414472002          ,LED4       ,109.8708    ,130.8067    ,180      ,TopLayer ,LED-0805-SUYG0805-VD         
414472003          ,LED5       ,235.8238    ,129.7338    ,180      ,TopLayer ,LED-0805-LSUNR0805-VD        
414472002          ,LED6       ,274.4470    ,90.2715     ,90       ,TopLayer ,LED-0805-SUYG0805-VD         
414472002          ,LED7       ,271.9070    ,90.2715     ,270      ,TopLayer ,LED-0805-SUYG0805-VD         
414472003          ,LED8       ,289.3269    ,125.6030    ,180      ,TopLayer ,LED-0805-LSUNR0805-VD        
414472002          ,LED9       ,269.3670    ,90.2715     ,270      ,TopLayer ,LED-0805-SUYG0805-VD         
414472001          ,LED10      ,5.7065      ,132.8014    ,360      ,TopLayer ,LED-0805-LSUYE0805-AM        
414472001          ,LED11      ,5.7065      ,142.4940    ,360      ,TopLayer ,LED-0805-LSUYE0805-AM        
408448004          ,LS1        ,232.6075    ,31.6828     ,360      ,TopLayer ,""                           
408449003          ,LS2        ,226.0600    ,47.4286     ,60       ,TopLayer ,""                           
435576003          ,Q2         ,187.5536    ,122.8709    ,90       ,TopLayer ,SOT23-BC817                  
435576003          ,Q3         ,240.0808    ,118.8720    ,90       ,TopLayer ,SOT23-BC817                  
435576003          ,Q4         ,240.0808    ,123.7996    ,90       ,TopLayer ,SOT23-BC817                  
435576003          ,Q5         ,302.6020    ,121.7306    ,180      ,TopLayer ,SOT23-BC817                  
435576003          ,Q6         ,302.6020    ,103.5654    ,180      ,TopLayer ,SOT23-BC817                  
435576003          ,Q7         ,302.6020    ,118.0989    ,180      ,TopLayer ,SOT23-BC817                  
435576003          ,Q8         ,302.6020    ,99.9338     ,180      ,TopLayer ,SOT23-BC817                  
435576003          ,Q9         ,302.6020    ,114.4603    ,180      ,TopLayer ,SOT23-BC817                  
435576003          ,Q10        ,302.6020    ,96.3021     ,180      ,TopLayer ,SOT23-BC817                  
435576003          ,Q11        ,302.6020    ,110.8287    ,180      ,TopLayer ,SOT23-BC817                  
435576003          ,Q12        ,302.6020    ,92.6704     ,180      ,TopLayer ,SOT23-BC817                  
435576003          ,Q13        ,217.2564    ,112.9495    ,180      ,TopLayer ,SOT23-BC817                  
435576003          ,Q14        ,302.6020    ,107.1971    ,180      ,TopLayer ,SOT23-BC817                  
435576003          ,Q15        ,302.7225    ,88.9118     ,180      ,TopLayer ,SOT23-BC817                  
435576003          ,Q1_A1      ,47.3964     ,5.4102      ,270      ,TopLayer ,SOT23-BC817                  
435576003          ,Q1_A2      ,47.6250     ,42.3841     ,270      ,TopLayer ,SOT23-BC817                  
435576003          ,Q1_A3      ,47.6250     ,78.8331     ,270      ,TopLayer ,SOT23-BC817                  
435576003          ,Q1_A4      ,47.4980     ,115.2821    ,270      ,TopLayer ,SOT23-BC817                  
418485007          ,R1         ,167.0050    ,55.3720     ,270      ,TopLayer ,RES-0805-10K                 
418485029          ,R2         ,145.2880    ,45.6643     ,90       ,TopLayer ,RES-0805-470R                
418485029          ,R3         ,143.3830    ,45.6643     ,90       ,TopLayer ,RES-0805-470R                
418485007          ,R4         ,186.1820    ,66.0400     ,180      ,TopLayer ,RES-0805-10K                 
418485029          ,R5         ,137.0838    ,66.5226     ,180      ,TopLayer ,RES-0805-470R                
418485029          ,R6         ,186.2708    ,64.0701     ,180      ,TopLayer ,RES-0805-470R                
418485001          ,R7         ,118.1862    ,113.7412    ,90       ,TopLayer ,RES-0805-0R                  
418485007          ,R8         ,137.0838    ,68.4403     ,180      ,TopLayer ,RES-0805-10K                 
418485016          ,R9         ,160.9090    ,55.3720     ,90       ,TopLayer ,RES-0805-220R                
418485040          ,R10        ,170.5610    ,55.7052     ,90       ,TopLayer ,RES-0805-47R                 
418485002          ,R11        ,160.5280    ,46.5593     ,180      ,TopLayer ,RES-0805-1M                  
418485015          ,R12        ,108.0262    ,113.8682    ,90       ,TopLayer ,RES-0805-22R                 
418485007          ,R13        ,105.6132    ,113.8682    ,270      ,TopLayer ,RES-0805-10K                 
